Pt.	Date	Time	RT/s	R/Omiga	
	3547	2018_02_14	02_43_13	50940	107.64347
	3548	2018_02_14	02_43_23	50930	107.64353
	3549	2018_02_14	02_43_33	50920	107.64356
	3550	2018_02_14	02_43_43	50910	107.64318
	3551	2018_02_14	02_43_53	50900	107.64347
	3552	2018_02_14	02_44_03	50890	107.64321
	3553	2018_02_14	02_44_13	50880	107.64315
	3554	2018_02_14	02_44_23	50870	107.64315
	3555	2018_02_14	02_44_33	50860	107.6433
	3556	2018_02_14	02_44_43	50850	107.64312
	3557	2018_02_14	02_44_53	50840	107.64324
	3558	2018_02_14	02_45_03	50830	107.64347
	3559	2018_02_14	02_45_13	50820	107.64359
	3560	2018_02_14	02_45_23	50810	107.64365
	3561	2018_02_14	02_45_33	50800	107.64333
	3562	2018_02_14	02_45_43	50790	107.64324
	3563	2018_02_14	02_45_53	50780	107.64353
	3564	2018_02_14	02_46_03	50770	107.64344
	3565	2018_02_14	02_46_13	50760	107.64309
	3566	2018_02_14	02_46_23	50750	107.64297
	3567	2018_02_14	02_46_33	50740	107.64377
	3568	2018_02_14	02_46_43	50730	107.64295
	3569	2018_02_14	02_46_53	50720	107.64336
	3570	2018_02_14	02_47_03	50710	107.64327
	3571	2018_02_14	02_47_13	50700	107.64309
	3572	2018_02_14	02_47_23	50690	107.64339
	3573	2018_02_14	02_47_33	50680	107.64312
	3574	2018_02_14	02_47_43	50670	107.64295
	3575	2018_02_14	02_47_53	50660	107.64289
	3576	2018_02_14	02_48_03	50650	107.64289
	3577	2018_02_14	02_48_13	50640	107.64292
	3578	2018_02_14	02_48_23	50630	107.64277
	3579	2018_02_14	02_48_33	50620	107.64245
	3580	2018_02_14	02_48_43	50610	107.64259
	3581	2018_02_14	02_48_53	50600	107.64245
	3582	2018_02_14	02_49_03	50590	107.64248
	3583	2018_02_14	02_49_13	50580	107.64189
	3584	2018_02_14	02_49_23	50570	107.64203
	3585	2018_02_14	02_49_33	50560	107.64259
	3586	2018_02_14	02_49_43	50550	107.6418
	3587	2018_02_14	02_49_53	50540	107.64154
	3588	2018_02_14	02_50_03	50530	107.64162
	3589	2018_02_14	02_50_13	50520	107.64127
	3590	2018_02_14	02_50_23	50510	107.64177
	3591	2018_02_14	02_50_33	50500	107.64165
	3592	2018_02_14	02_50_43	50490	107.64165
	3593	2018_02_14	02_50_53	50480	107.6418
	3594	2018_02_14	02_51_03	50470	107.64133
	3595	2018_02_14	02_51_13	50460	107.64174
	3596	2018_02_14	02_51_23	50450	107.64195
	3597	2018_02_14	02_51_33	50440	107.64162
	3598	2018_02_14	02_51_43	50430	107.64192
	3599	2018_02_14	02_51_53	50420	107.64145
	3600	2018_02_14	02_52_03	50410	107.64198
	3601	2018_02_14	02_52_13	50400	107.64148
	3602	2018_02_14	02_52_23	50390	107.64206
	3603	2018_02_14	02_52_33	50380	107.6425
	3604	2018_02_14	02_52_43	50370	107.64233
	3605	2018_02_14	02_52_53	50360	107.64224
	3606	2018_02_14	02_53_03	50350	107.64283
	3607	2018_02_14	02_53_13	50340	107.64268
	3608	2018_02_14	02_53_23	50330	107.6425
	3609	2018_02_14	02_53_33	50320	107.643
	3610	2018_02_14	02_53_43	50310	107.64271
	3611	2018_02_14	02_53_53	50300	107.6428
	3612	2018_02_14	02_54_03	50290	107.64289
	3613	2018_02_14	02_54_13	50280	107.64283
	3614	2018_02_14	02_54_23	50270	107.64253
	3615	2018_02_14	02_54_33	50260	107.64277
	3616	2018_02_14	02_54_43	50250	107.64248
	3617	2018_02_14	02_54_53	50240	107.64242
	3618	2018_02_14	02_55_03	50230	107.64245
	3619	2018_02_14	02_55_13	50220	107.64242
	3620	2018_02_14	02_55_23	50210	107.64256
	3621	2018_02_14	02_55_33	50200	107.64256
	3622	2018_02_14	02_55_43	50190	107.64268
	3623	2018_02_14	02_55_53	50180	107.64274
	3624	2018_02_14	02_56_03	50170	107.6425
	3625	2018_02_14	02_56_13	50160	107.64295
	3626	2018_02_14	02_56_23	50150	107.64292
	3627	2018_02_14	02_56_33	50140	107.64289
	3628	2018_02_14	02_56_43	50130	107.6428
	3629	2018_02_14	02_56_53	50120	107.64259
	3630	2018_02_14	02_57_03	50110	107.64327
	3631	2018_02_14	02_57_13	50100	107.64312
	3632	2018_02_14	02_57_23	50090	107.64295
	3633	2018_02_14	02_57_33	50080	107.64286
	3634	2018_02_14	02_57_43	50070	107.64333
	3635	2018_02_14	02_57_53	50060	107.64289
	3636	2018_02_14	02_58_03	50050	107.6433
	3637	2018_02_14	02_58_13	50040	107.64259
	3638	2018_02_14	02_58_23	50030	107.64289
	3639	2018_02_14	02_58_33	50020	107.64277
	3640	2018_02_14	02_58_43	50010	107.64295
	3641	2018_02_14	02_58_53	50000	107.64312
	3642	2018_02_14	02_59_03	49990	107.64339
	3643	2018_02_14	02_59_13	49980	107.643
	3644	2018_02_14	02_59_23	49970	107.64292
	3645	2018_02_14	02_59_33	49960	107.64318
	3646	2018_02_14	02_59_43	49950	107.64289
	3647	2018_02_14	02_59_53	49940	107.64333
	3648	2018_02_14	03_00_03	49930	107.64368
	3649	2018_02_14	03_00_13	49920	107.64318
	3650	2018_02_14	03_00_23	49910	107.64336
	3651	2018_02_14	03_00_33	49900	107.64306
	3652	2018_02_14	03_00_43	49890	107.64324
	3653	2018_02_14	03_00_53	49880	107.64324
	3654	2018_02_14	03_01_03	49870	107.64315
	3655	2018_02_14	03_01_13	49860	107.64271
	3656	2018_02_14	03_01_23	49850	107.64312
	3657	2018_02_14	03_01_33	49840	107.64347
	3658	2018_02_14	03_01_43	49830	107.6433
	3659	2018_02_14	03_01_53	49820	107.64309
	3660	2018_02_14	03_02_03	49810	107.64321
	3661	2018_02_14	03_02_13	49800	107.64362
	3662	2018_02_14	03_02_23	49790	107.64344
	3663	2018_02_14	03_02_33	49780	107.64377
	3664	2018_02_14	03_02_43	49770	107.64409
	3665	2018_02_14	03_02_53	49760	107.64347
	3666	2018_02_14	03_03_03	49750	107.64347
	3667	2018_02_14	03_03_13	49740	107.6438
	3668	2018_02_14	03_03_23	49730	107.64374
	3669	2018_02_14	03_03_33	49720	107.64403
	3670	2018_02_14	03_03_43	49710	107.64412
	3671	2018_02_14	03_03_53	49700	107.6438
	3672	2018_02_14	03_04_03	49690	107.64309
	3673	2018_02_14	03_04_13	49680	107.64391
	3674	2018_02_14	03_04_23	49670	107.64353
	3675	2018_02_14	03_04_33	49660	107.64347
	3676	2018_02_14	03_04_43	49650	107.6433
	3677	2018_02_14	03_04_53	49640	107.64274
	3678	2018_02_14	03_05_03	49630	107.64295
	3679	2018_02_14	03_05_13	49620	107.64312
	3680	2018_02_14	03_05_23	49610	107.64289
	3681	2018_02_14	03_05_33	49600	107.64259
	3682	2018_02_14	03_05_43	49590	107.64248
	3683	2018_02_14	03_05_53	49580	107.64289
	3684	2018_02_14	03_06_03	49570	107.64265
	3685	2018_02_14	03_06_13	49560	107.64203
	3686	2018_02_14	03_06_23	49550	107.64248
	3687	2018_02_14	03_06_33	49540	107.6425
	3688	2018_02_14	03_06_43	49530	107.64227
	3689	2018_02_14	03_06_53	49520	107.64233
	3690	2018_02_14	03_07_03	49510	107.64227
	3691	2018_02_14	03_07_13	49500	107.64236
	3692	2018_02_14	03_07_23	49490	107.64262
	3693	2018_02_14	03_07_33	49480	107.64195
	3694	2018_02_14	03_07_43	49470	107.64209
	3695	2018_02_14	03_07_53	49460	107.64239
	3696	2018_02_14	03_08_03	49450	107.64177
	3697	2018_02_14	03_08_13	49440	107.64227
	3698	2018_02_14	03_08_23	49430	107.64233
	3699	2018_02_14	03_08_33	49420	107.6423
	3700	2018_02_14	03_08_43	49410	107.64206
	3701	2018_02_14	03_08_53	49400	107.64201
	3702	2018_02_14	03_09_03	49390	107.64239
	3703	2018_02_14	03_09_13	49380	107.64215
	3704	2018_02_14	03_09_23	49370	107.64183
	3705	2018_02_14	03_09_33	49360	107.64154
	3706	2018_02_14	03_09_43	49350	107.64177
	3707	2018_02_14	03_09_53	49340	107.64195
	3708	2018_02_14	03_10_03	49330	107.64195
	3709	2018_02_14	03_10_13	49320	107.6413
	3710	2018_02_14	03_10_23	49310	107.64142
	3711	2018_02_14	03_10_33	49300	107.6418
	3712	2018_02_14	03_10_43	49290	107.6418
	3713	2018_02_14	03_10_53	49280	107.64198
	3714	2018_02_14	03_11_03	49270	107.64215
	3715	2018_02_14	03_11_13	49260	107.64186
	3716	2018_02_14	03_11_23	49250	107.64218
	3717	2018_02_14	03_11_33	49240	107.64183
	3718	2018_02_14	03_11_43	49230	107.64239
	3719	2018_02_14	03_11_53	49220	107.64245
	3720	2018_02_14	03_12_03	49210	107.64245
	3721	2018_02_14	03_12_13	49200	107.64218
	3722	2018_02_14	03_12_23	49190	107.64224
	3723	2018_02_14	03_12_33	49180	107.64236
	3724	2018_02_14	03_12_43	49170	107.64242
	3725	2018_02_14	03_12_53	49160	107.64248
	3726	2018_02_14	03_13_03	49150	107.64236
	3727	2018_02_14	03_13_13	49140	107.64262
	3728	2018_02_14	03_13_23	49130	107.64245
	3729	2018_02_14	03_13_33	49120	107.64292
	3730	2018_02_14	03_13_43	49110	107.643
	3731	2018_02_14	03_13_53	49100	107.64292
	3732	2018_02_14	03_14_03	49090	107.643
	3733	2018_02_14	03_14_13	49080	107.64295
	3734	2018_02_14	03_14_23	49070	107.64286
	3735	2018_02_14	03_14_33	49060	107.64283
	3736	2018_02_14	03_14_43	49050	107.64245
	3737	2018_02_14	03_14_53	49040	107.64209
	3738	2018_02_14	03_15_03	49030	107.64221
	3739	2018_02_14	03_15_13	49020	107.64289
	3740	2018_02_14	03_15_23	49010	107.64265
	3741	2018_02_14	03_15_33	49000	107.6423
	3742	2018_02_14	03_15_43	48990	107.6425
	3743	2018_02_14	03_15_53	48980	107.64236
	3744	2018_02_14	03_16_03	48970	107.64262
	3745	2018_02_14	03_16_13	48960	107.64259
	3746	2018_02_14	03_16_23	48950	107.64227
	3747	2018_02_14	03_16_33	48940	107.64262
	3748	2018_02_14	03_16_43	48930	107.64265
	3749	2018_02_14	03_16_53	48920	107.64283
	3750	2018_02_14	03_17_03	48910	107.64274
	3751	2018_02_14	03_17_13	48900	107.64306
	3752	2018_02_14	03_17_23	48890	107.64289
	3753	2018_02_14	03_17_33	48880	107.64283
	3754	2018_02_14	03_17_43	48870	107.64259
	3755	2018_02_14	03_17_53	48860	107.64321
	3756	2018_02_14	03_18_03	48850	107.64297
	3757	2018_02_14	03_18_13	48840	107.64309
	3758	2018_02_14	03_18_23	48830	107.64312
	3759	2018_02_14	03_18_33	48820	107.64297
	3760	2018_02_14	03_18_43	48810	107.64295
	3761	2018_02_14	03_18_53	48800	107.64347
	3762	2018_02_14	03_19_03	48790	107.64342
	3763	2018_02_14	03_19_13	48780	107.64347
	3764	2018_02_14	03_19_23	48770	107.6435
	3765	2018_02_14	03_19_33	48760	107.64339
	3766	2018_02_14	03_19_43	48750	107.64353
	3767	2018_02_14	03_19_53	48740	107.64371
	3768	2018_02_14	03_20_03	48730	107.64406
	3769	2018_02_14	03_20_13	48720	107.6435
	3770	2018_02_14	03_20_23	48710	107.64377
	3771	2018_02_14	03_20_33	48700	107.64365
	3772	2018_02_14	03_20_43	48690	107.64389
	3773	2018_02_14	03_20_53	48680	107.64377
	3774	2018_02_14	03_21_03	48670	107.6435
	3775	2018_02_14	03_21_13	48660	107.6435
	3776	2018_02_14	03_21_23	48650	107.6438
	3777	2018_02_14	03_21_33	48640	107.6438
	3778	2018_02_14	03_21_43	48630	107.64391
	3779	2018_02_14	03_21_53	48620	107.64389
	3780	2018_02_14	03_22_03	48610	107.64403
	3781	2018_02_14	03_22_13	48600	107.64377
	3782	2018_02_14	03_22_24	48589	107.64371
	3783	2018_02_14	03_22_33	48580	107.6438
	3784	2018_02_14	03_22_43	48570	107.64403
	3785	2018_02_14	03_22_53	48560	107.64377
	3786	2018_02_14	03_23_03	48550	107.6438
	3787	2018_02_14	03_23_13	48540	107.64412
	3788	2018_02_14	03_23_23	48530	107.64403
	3789	2018_02_14	03_23_33	48520	107.64403
	3790	2018_02_14	03_23_43	48510	107.64409
	3791	2018_02_14	03_23_53	48500	107.64409
	3792	2018_02_14	03_24_03	48490	107.64389
	3793	2018_02_14	03_24_13	48480	107.64412
	3794	2018_02_14	03_24_23	48470	107.64418
	3795	2018_02_14	03_24_33	48460	107.6443
	3796	2018_02_14	03_24_43	48450	107.64427
	3797	2018_02_14	03_24_53	48440	107.64391
	3798	2018_02_14	03_25_03	48430	107.64462
	3799	2018_02_14	03_25_13	48420	107.64438
	3800	2018_02_14	03_25_23	48410	107.64462
	3801	2018_02_14	03_25_33	48400	107.64465
	3802	2018_02_14	03_25_43	48390	107.6445
	3803	2018_02_14	03_25_53	48380	107.64491
	3804	2018_02_14	03_26_03	48370	107.6448
	3805	2018_02_14	03_26_13	48360	107.64497
	3806	2018_02_14	03_26_23	48350	107.64509
	3807	2018_02_14	03_26_33	48340	107.64497
	3808	2018_02_14	03_26_43	48330	107.64438
	3809	2018_02_14	03_26_53	48320	107.64424
	3810	2018_02_14	03_27_03	48310	107.64512
	3811	2018_02_14	03_27_13	48300	107.645
	3812	2018_02_14	03_27_23	48290	107.64465
	3813	2018_02_14	03_27_33	48280	107.64462
	3814	2018_02_14	03_27_43	48270	107.64471
	3815	2018_02_14	03_27_53	48260	107.64509
	3816	2018_02_14	03_28_03	48250	107.64488
	3817	2018_02_14	03_28_13	48240	107.64506
	3818	2018_02_14	03_28_23	48230	107.64482
	3819	2018_02_14	03_28_33	48220	107.64459
	3820	2018_02_14	03_28_43	48210	107.64459
	3821	2018_02_14	03_28_53	48200	107.64488
	3822	2018_02_14	03_29_03	48190	107.64456
	3823	2018_02_14	03_29_13	48180	107.64459
	3824	2018_02_14	03_29_23	48170	107.64497
	3825	2018_02_14	03_29_33	48160	107.64441
	3826	2018_02_14	03_29_43	48150	107.64485
	3827	2018_02_14	03_29_53	48140	107.64491
	3828	2018_02_14	03_30_03	48130	107.64477
	3829	2018_02_14	03_30_13	48120	107.645
	3830	2018_02_14	03_30_23	48110	107.64444
	3831	2018_02_14	03_30_33	48100	107.64444
	3832	2018_02_14	03_30_43	48090	107.64438
	3833	2018_02_14	03_30_53	48080	107.64465
	3834	2018_02_14	03_31_03	48070	107.64474
	3835	2018_02_14	03_31_13	48060	107.64456
	3836	2018_02_14	03_31_23	48050	107.64441
	3837	2018_02_14	03_31_33	48040	107.64477
	3838	2018_02_14	03_31_43	48030	107.64438
	3839	2018_02_14	03_31_53	48020	107.64456
	3840	2018_02_14	03_32_03	48010	107.6448
	3841	2018_02_14	03_32_13	48000	107.64409
	3842	2018_02_14	03_32_23	47990	107.64424
	3843	2018_02_14	03_32_33	47980	107.644
	3844	2018_02_14	03_32_43	47970	107.64397
	3845	2018_02_14	03_32_53	47960	107.64409
	3846	2018_02_14	03_33_03	47950	107.64424
	3847	2018_02_14	03_33_13	47940	107.64368
	3848	2018_02_14	03_33_23	47930	107.64403
	3849	2018_02_14	03_33_33	47920	107.64389
	3850	2018_02_14	03_33_43	47910	107.64397
	3851	2018_02_14	03_33_53	47900	107.64356
	3852	2018_02_14	03_34_03	47890	107.6435
	3853	2018_02_14	03_34_13	47880	107.64336
	3854	2018_02_14	03_34_23	47870	107.64347
	3855	2018_02_14	03_34_33	47860	107.64362
	3856	2018_02_14	03_34_43	47850	107.64315
	3857	2018_02_14	03_34_53	47840	107.64289
	3858	2018_02_14	03_35_03	47830	107.64306
	3859	2018_02_14	03_35_13	47820	107.64312
	3860	2018_02_14	03_35_23	47810	107.64315
	3861	2018_02_14	03_35_33	47800	107.64277
	3862	2018_02_14	03_35_43	47790	107.64248
	3863	2018_02_14	03_35_53	47780	107.64221
	3864	2018_02_14	03_36_03	47770	107.64218
	3865	2018_02_14	03_36_13	47760	107.64277
	3866	2018_02_14	03_36_23	47750	107.64242
	3867	2018_02_14	03_36_33	47740	107.643
	3868	2018_02_14	03_36_43	47730	107.64262
	3869	2018_02_14	03_36_53	47720	107.64297
	3870	2018_02_14	03_37_03	47710	107.64289
	3871	2018_02_14	03_37_13	47700	107.643
	3872	2018_02_14	03_37_23	47690	107.64283
	3873	2018_02_14	03_37_33	47680	107.64318
	3874	2018_02_14	03_37_43	47670	107.64309
	3875	2018_02_14	03_37_53	47660	107.64283
	3876	2018_02_14	03_38_03	47650	107.64283
	3877	2018_02_14	03_38_13	47640	107.64292
	3878	2018_02_14	03_38_23	47630	107.64318
	3879	2018_02_14	03_38_33	47620	107.64286
	3880	2018_02_14	03_38_43	47610	107.64292
	3881	2018_02_14	03_38_53	47600	107.64239
	3882	2018_02_14	03_39_03	47590	107.64327
	3883	2018_02_14	03_39_13	47580	107.64306
	3884	2018_02_14	03_39_23	47570	107.64274
	3885	2018_02_14	03_39_33	47560	107.64286
	3886	2018_02_14	03_39_43	47550	107.64289
	3887	2018_02_14	03_39_53	47540	107.64286
	3888	2018_02_14	03_40_03	47530	107.643
	3889	2018_02_14	03_40_13	47520	107.64303
	3890	2018_02_14	03_40_23	47510	107.64274
	3891	2018_02_14	03_40_33	47500	107.64215
	3892	2018_02_14	03_40_43	47490	107.64239
	3893	2018_02_14	03_40_53	47480	107.64262
	3894	2018_02_14	03_41_03	47470	107.64262
	3895	2018_02_14	03_41_13	47460	107.64271
	3896	2018_02_14	03_41_23	47450	107.6425
	3897	2018_02_14	03_41_33	47440	107.64242
	3898	2018_02_14	03_41_43	47430	107.64242
	3899	2018_02_14	03_41_53	47420	107.64245
	3900	2018_02_14	03_42_03	47410	107.64236
	3901	2018_02_14	03_42_13	47400	107.64274
	3902	2018_02_14	03_42_23	47390	107.64215
	3903	2018_02_14	03_42_33	47380	107.64192
	3904	2018_02_14	03_42_43	47370	107.6418
	3905	2018_02_14	03_42_53	47360	107.64206
	3906	2018_02_14	03_43_03	47350	107.64227
	3907	2018_02_14	03_43_13	47340	107.64133
	3908	2018_02_14	03_43_23	47330	107.64174
	3909	2018_02_14	03_43_33	47320	107.64148
	3910	2018_02_14	03_43_43	47310	107.6418
	3911	2018_02_14	03_43_53	47300	107.64168
	3912	2018_02_14	03_44_03	47290	107.64157
	3913	2018_02_14	03_44_13	47280	107.6411
	3914	2018_02_14	03_44_23	47270	107.64186
	3915	2018_02_14	03_44_33	47260	107.64183
	3916	2018_02_14	03_44_43	47250	107.64157
	3917	2018_02_14	03_44_53	47240	107.64121
	3918	2018_02_14	03_45_03	47230	107.64089
	3919	2018_02_14	03_45_13	47220	107.6411
	3920	2018_02_14	03_45_23	47210	107.64101
	3921	2018_02_14	03_45_33	47200	107.64083
	3922	2018_02_14	03_45_43	47190	107.64086
	3923	2018_02_14	03_45_53	47180	107.6411
	3924	2018_02_14	03_46_03	47170	107.64127
	3925	2018_02_14	03_46_13	47160	107.6411
	3926	2018_02_14	03_46_23	47150	107.64089
	3927	2018_02_14	03_46_33	47140	107.64154
	3928	2018_02_14	03_46_43	47130	107.64048
	3929	2018_02_14	03_46_53	47120	107.64107
	3930	2018_02_14	03_47_03	47110	107.64083
	3931	2018_02_14	03_47_13	47100	107.64139
	3932	2018_02_14	03_47_23	47090	107.64124
	3933	2018_02_14	03_47_33	47080	107.64139
	3934	2018_02_14	03_47_43	47070	107.64145
	3935	2018_02_14	03_47_53	47060	107.64148
	3936	2018_02_14	03_48_03	47050	107.64212
	3937	2018_02_14	03_48_13	47040	107.64165
	3938	2018_02_14	03_48_23	47030	107.64209
	3939	2018_02_14	03_48_33	47020	107.64162
	3940	2018_02_14	03_48_43	47010	107.64183
	3941	2018_02_14	03_48_53	47000	107.64154
	3942	2018_02_14	03_49_03	46990	107.64133
	3943	2018_02_14	03_49_13	46980	107.6418
	3944	2018_02_14	03_49_23	46970	107.64142
	3945	2018_02_14	03_49_33	46960	107.64139
	3946	2018_02_14	03_49_43	46950	107.64121
	3947	2018_02_14	03_49_53	46940	107.64136
	3948	2018_02_14	03_50_03	46930	107.64189
	3949	2018_02_14	03_50_13	46920	107.64101
	3950	2018_02_14	03_50_23	46910	107.6418
	3951	2018_02_14	03_50_33	46900	107.64195
	3952	2018_02_14	03_50_43	46890	107.64159
	3953	2018_02_14	03_50_53	46880	107.64165
	3954	2018_02_14	03_51_03	46870	107.64151
	3955	2018_02_14	03_51_13	46860	107.64133
	3956	2018_02_14	03_51_23	46850	107.64171
	3957	2018_02_14	03_51_33	46840	107.64083
	3958	2018_02_14	03_51_43	46830	107.64115
	3959	2018_02_14	03_51_53	46820	107.64112
	3960	2018_02_14	03_52_03	46810	107.64162
	3961	2018_02_14	03_52_13	46800	107.64107
	3962	2018_02_14	03_52_23	46790	107.64104
	3963	2018_02_14	03_52_33	46780	107.6413
	3964	2018_02_14	03_52_43	46770	107.64115
	3965	2018_02_14	03_52_53	46760	107.64154
	3966	2018_02_14	03_53_03	46750	107.64127
	3967	2018_02_14	03_53_13	46740	107.64112
	3968	2018_02_14	03_53_23	46730	107.64133
	3969	2018_02_14	03_53_33	46720	107.64142
	3970	2018_02_14	03_53_43	46710	107.64127
	3971	2018_02_14	03_53_53	46700	107.64142
	3972	2018_02_14	03_54_03	46690	107.64177
	3973	2018_02_14	03_54_13	46680	107.64162
	3974	2018_02_14	03_54_23	46670	107.64127
	3975	2018_02_14	03_54_33	46660	107.64189
	3976	2018_02_14	03_54_43	46650	107.64148
	3977	2018_02_14	03_54_53	46640	107.6418
	3978	2018_02_14	03_55_03	46630	107.6418
	3979	2018_02_14	03_55_13	46620	107.64145
	3980	2018_02_14	03_55_23	46610	107.64209
	3981	2018_02_14	03_55_33	46600	107.64154
	3982	2018_02_14	03_55_44	46589	107.64165
	3983	2018_02_14	03_55_53	46580	107.64157
	3984	2018_02_14	03_56_03	46570	107.64162
	3985	2018_02_14	03_56_13	46560	107.64168
	3986	2018_02_14	03_56_23	46550	107.64121
	3987	2018_02_14	03_56_33	46540	107.64177
	3988	2018_02_14	03_56_43	46530	107.64121
	3989	2018_02_14	03_56_53	46520	107.64089
	3990	2018_02_14	03_57_03	46510	107.64112
	3991	2018_02_14	03_57_13	46500	107.64098
	3992	2018_02_14	03_57_23	46490	107.64133
	3993	2018_02_14	03_57_33	46480	107.64074
	3994	2018_02_14	03_57_43	46470	107.64107
	3995	2018_02_14	03_57_53	46460	107.64101
	3996	2018_02_14	03_58_03	46450	107.64074
	3997	2018_02_14	03_58_13	46440	107.6411
	3998	2018_02_14	03_58_23	46430	107.6411
	3999	2018_02_14	03_58_33	46420	107.64098
	4000	2018_02_14	03_58_43	46410	107.64071
	4001	2018_02_14	03_58_53	46400	107.64048
	4002	2018_02_14	03_59_03	46390	107.64115
	4003	2018_02_14	03_59_13	46380	107.64057
	4004	2018_02_14	03_59_23	46370	107.64071
	4005	2018_02_14	03_59_33	46360	107.64068
	4006	2018_02_14	03_59_43	46350	107.64045
	4007	2018_02_14	03_59_53	46340	107.64092
	4008	2018_02_14	04_00_03	46330	107.64068
	4009	2018_02_14	04_00_13	46320	107.64048
	4010	2018_02_14	04_00_23	46310	107.64086
	4011	2018_02_14	04_00_33	46300	107.64036
	4012	2018_02_14	04_00_43	46290	107.64063
	4013	2018_02_14	04_00_53	46280	107.64039
	4014	2018_02_14	04_01_03	46270	107.6403
	4015	2018_02_14	04_01_13	46260	107.64051
	4016	2018_02_14	04_01_23	46250	107.64018
	4017	2018_02_14	04_01_33	46240	107.64016
	4018	2018_02_14	04_01_43	46230	107.6403
	4019	2018_02_14	04_01_53	46220	107.64016
	4020	2018_02_14	04_02_03	46210	107.64048
	4021	2018_02_14	04_02_13	46200	107.63998
	4022	2018_02_14	04_02_23	46190	107.64045
	4023	2018_02_14	04_02_33	46180	107.64048
	4024	2018_02_14	04_02_43	46170	107.64036
	4025	2018_02_14	04_02_53	46160	107.6406
	4026	2018_02_14	04_03_03	46150	107.64086
	4027	2018_02_14	04_03_13	46140	107.64045
	4028	2018_02_14	04_03_23	46130	107.64077
	4029	2018_02_14	04_03_33	46120	107.64071
	4030	2018_02_14	04_03_43	46110	107.64115
	4031	2018_02_14	04_03_53	46100	107.64098
	4032	2018_02_14	04_04_03	46090	107.64071
	4033	2018_02_14	04_04_13	46080	107.64089
	4034	2018_02_14	04_04_23	46070	107.64077
	4035	2018_02_14	04_04_33	46060	107.64095
	4036	2018_02_14	04_04_43	46050	107.64086
	4037	2018_02_14	04_04_53	46040	107.64092
